run_at_utc|council|resource_records|news_records|resource_pages|news_start_url
2026-09-11T15:59:06+00:00|Samfya Town Council|90|21|https://www.samfyacouncil.gov.zm/?page_id=2029;https://www.samfyacouncil.gov.zm/?page_id=2097;https://www.samfyacouncil.gov.zm/?page_id=2078;https://www.samfyacouncil.gov.zm/?page_id=195;https://www.samfyacouncil.gov.zm/?page_id=1224|https://www.samfyacouncil.gov.zm/?cat=1
